"DECL","PERIOD","PRCCODE","PRCCODE_LABEL","INDICATORS","Value","Flag and Footnotes"
"Latvia","Jan.-Dec. 2012","31011300","Wooden furniture for shops","PRODVAL","6,714,710",""
"Lithuania","Jan.-Dec. 2012","31011300","Wooden furniture for shops","PRODVAL","38,777,369",""
"Poland","Jan.-Dec. 2012","31011300","Wooden furniture for shops","PRODVAL","51,263,842",""
"Czech Republic","Jan.-Dec. 2012","31011300","Wooden furniture for shops","PRODVAL","19,158,058",""
"Slovakia","Jan.-Dec. 2012","31011300","Wooden furniture for shops","PRODVAL",":",""
"Hungary","Jan.-Dec. 2012","31011300","Wooden furniture for shops","PRODVAL","16,418,016",""
"Romania","Jan.-Dec. 2012","31011300","Wooden furniture for shops","PRODVAL","9,857,072",""
"Bulgaria","Jan.-Dec. 2012","31011300","Wooden furniture for shops","PRODVAL","17,848,451",""
"Slovenia","Jan.-Dec. 2012","31011300","Wooden furniture for shops","PRODVAL","4,156,553",""
"Croatia","Jan.-Dec. 2012","31011300","Wooden furniture for shops","PRODVAL","11,950,504",""
"EU25TOTALS","Jan.-Dec. 2012","31011300","Wooden furniture for shops","PRODVAL","3,420,294,477",""
"EU27TOTALS","Jan.-Dec. 2012","31011300","Wooden furniture for shops","PRODVAL","3,448,000,000",""
"Cyprus","Jan.-Dec. 2012","31011300","Wooden furniture for shops","PRODVAL","0",""
"France","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","771,169,298",""
"Netherlands","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","201,970,000",""
"Germany","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","3,778,528,649",""
"Italy","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","2,568,212,000",""
"United Kingdom","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","1,340,838,852",""
"Ireland","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","87,121,000",""
"Denmark","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","327,643,108",""
"Greece","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","14,678,424",""
"Portugal","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","98,732,366",""
"Spain","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","345,792,088",""
"Belgium","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","201,503,946",""
"Luxemburg","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","0",""
"Iceland","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","6,879,742",""
"Norway","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","109,280,010",""
"Sweden","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","389,160,625",""
"Finland","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","249,712,407",""
"Austria","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","183,264,800",""
"Malta","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","0",""
"Estonia","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","23,526,670",""
"Latvia","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","2,763,433",""
"Lithuania","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","21,550,626",""
"Poland","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","237,892,442",""
"Czech Republic","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","53,041,075",""
"Slovakia","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","16,975,988",""
"Hungary","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","15,448,508",""
"Romania","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","59,868,260",""
"Bulgaria","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","15,843,542",""
"Slovenia","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","28,673,394",""
"Croatia","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","26,717,163",""
"EU25TOTALS","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","10,958,199,699",""
"EU27TOTALS","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","11,033,911,501",""
"Cyprus","Jan.-Dec. 2012","31021000","Kitchen furniture","PRODVAL","0",""
"France","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","210,455,149",""
"Netherlands","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","26,512,000",""
"Germany","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","221,508,815",""
"Italy","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","208,156,000",""
"United Kingdom","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","210,263,051",""
"Ireland","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","7,086,000",""
"Denmark","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","21,423,486",""
"Greece","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Portugal","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Spain","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","110,895,052",""
"Belgium","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","54,526,042",""
"Luxemburg","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","0",""
"Iceland","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","0",""
"Norway","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Sweden","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","93,525,695",""
"Finland","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","13,912,123",""
"Austria","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","16,669,300",""
"Malta","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","0",""
"Estonia","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","1,643,523",""
"Latvia","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Lithuania","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","14,462,813",""
"Poland","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Czech Republic","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Slovakia","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","3,137,180",""
"Hungary","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","927,585",""
"Romania","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Bulgaria","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","6,252,173",""
"Slovenia","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Croatia","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","25,277,159",""
"EU25TOTALS","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","1,248,000,000",""
"EU27TOTALS","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","1,256,000,000",""
"Cyprus","Jan.-Dec. 2012","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","0",""
"France","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","129,568,610",""
"Netherlands","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","4,268,000",""
"Germany","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","12,755,791",""
"Italy","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","128,429,000",""
"United Kingdom","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","11,651,683",""
"Ireland","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Denmark","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","2,274,004",""
"Greece","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","7,805,852",""
"Portugal","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","9,357,477",""
"Spain","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","20,816,820",""
"Belgium","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","25,182,293",""
"Luxemburg","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Iceland","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Norway","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Sweden","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Finland","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","1,304,800",""
"Austria","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","8,912,700",""
"Malta","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Estonia","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","195,801",""
"Latvia","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Lithuania","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","31,800",""
"Poland","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Czech Republic","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","17,365,581",""
"Slovakia","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Hungary","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","233,570",""
"Romania","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Bulgaria","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Slovenia","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Croatia","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","8,488,774",""
"EU25TOTALS","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","388,278,899",""
"EU27TOTALS","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","392,278,899",""
"Cyprus","Jan.-Dec. 2012","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"France","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","187,577,722",""
"Netherlands","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Germany","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","315,606,673",""
"Italy","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","85,072,000",""
"United Kingdom","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","45,790,324",""
"Ireland","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Denmark","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","151,760,684",""
"Greece","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Portugal","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Spain","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","50,289,046",""
"Belgium","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","77,756,798",""
"Luxemburg","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Iceland","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Norway","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Sweden","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Finland","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","22,701,332",""
"Austria","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","58,904,100",""
"Malta","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Estonia","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","1,001,851",""
"Latvia","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Lithuania","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","988,097",""
"Poland","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","218,728,176",""
"Czech Republic","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","8,881,347",""
"Slovakia","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Hungary","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","5,033,390",""
"Romania","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Bulgaria","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","2,926,168",""
"Slovenia","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Croatia","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"EU25TOTALS","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","1,275,734,395",""
"EU27TOTALS","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","1,278,660,563",""
"Cyprus","Jan.-Dec. 2012","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"France","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","210,742,241",""
"Netherlands","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","45,614,000",""
"Germany","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","225,847,301",""
"Italy","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","179,150,000",""
"United Kingdom","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","402,243,270",""
"Ireland","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","27,980,000",""
"Denmark","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","78,334,430",""
"Greece","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","24,177,211",""
"Portugal","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","71,988,485",""
"Spain","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","129,961,351",""
"Belgium","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","82,668,432",""
"Luxemburg","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","0",""
"Iceland","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL",":",""
"Norway","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","86,789,207",""
"Sweden","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","38,657,874",""
"Finland","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","19,810,676",""
"Austria","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","9,165,600",""
"Malta","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","0",""
"Estonia","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","6,335,244",""
"Latvia","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL",":",""
"Lithuania","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","5,378,939",""
"Poland","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","182,150,142",""
"Czech Republic","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","1,355,998",""
"Slovakia","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL",":",""
"Hungary","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","1,640,525",""
"Romania","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","19,732,092",""
"Bulgaria","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","22,041,620",""
"Slovenia","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","0",""
"Croatia","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","14,488,370",""
"EU25TOTALS","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","1,748,212,864",""
"EU27TOTALS","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","1,789,986,576",""
"Cyprus","Jan.-Dec. 2012","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","0",""
"France","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","2,837,929",""
"Netherlands","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Germany","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","15,603,097",""
"Italy","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","233,718,000",""
"United Kingdom","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","42,408,771",""
"Ireland","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Denmark","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","403",""
"Greece","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Portugal","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","21,124,679",""
"Spain","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","56,839,560",""
"Belgium","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","8,208,634",""
"Luxemburg","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","0",""
"Iceland","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Norway","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Sweden","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","20,036,190",""
"Finland","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","83,002",""
"Austria","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","13,969,200",""
"Malta","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","0",""
"Estonia","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","809,056",""
"Latvia","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Lithuania","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","17,768,420",""
"Poland","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","54,634,311",""
"Czech Republic","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","25,912,641",""
"Slovakia","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","3,316,830",""
"Hungary","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","1,528,166",""
"Romania","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Bulgaria","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","476,020",""
