"DECL","PERIOD","PRCCODE","PRCCODE_LABEL","INDICATORS","Value","Flag and Footnotes"
"Slovakia","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Hungary","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","318,251",""
"Romania","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Bulgaria","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","4,384,906",""
"Slovenia","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Croatia","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","1,656,814",""
"EU25TOTALS","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"EU27TOTALS","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Cyprus","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"France","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","181,925,974",""
"Netherlands","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","1,699,000",""
"Germany","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","262,067,586",""
"Italy","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","92,984,000",""
"United Kingdom","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","41,153,456",""
"Ireland","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Denmark","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","159,212,217",""
"Greece","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","867,821",""
"Portugal","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Spain","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","80,738,731",""
"Belgium","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","59,043,058",""
"Luxemburg","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Iceland","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Norway","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Sweden","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Finland","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","15,067,908",""
"Austria","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","48,949,100",""
"Malta","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Estonia","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","1,412,527",""
"Latvia","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Lithuania","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","1,871,452",""
"Poland","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","275,864,999",""
"Czech Republic","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","4,696,802",""
"Slovakia","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Hungary","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","4,312,057",""
"Romania","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Bulgaria","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","11,523,673",""
"Slovenia","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Croatia","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","111,795",""
"EU25TOTALS","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"EU27TOTALS","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Cyprus","Jan.-Dec. 2017","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"France","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","168,135,904",""
"Netherlands","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL",":",""
"Germany","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","226,387,502",""
"Italy","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","154,172,000",""
"United Kingdom","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","496,961,228",""
"Ireland","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL",":",""
"Denmark","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","68,724,222",""
"Greece","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","32,454,788",""
"Portugal","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","120,250,737",""
"Spain","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","160,420,885",""
"Belgium","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","88,708,654",""
"Luxemburg","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","0",""
"Iceland","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL",":",""
"Norway","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","78,746,006",""
"Sweden","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","35,536,424",""
"Finland","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","19,420,143",""
"Austria","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","18,553,700",""
"Malta","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","0",""
"Estonia","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","22,634,622",""
"Latvia","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL",":",""
"Lithuania","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","12,210,659",""
"Poland","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","390,684,825",""
"Czech Republic","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","2,823,710",""
"Slovakia","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","3,802,460",""
"Hungary","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL",":",""
"Romania","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","35,770,399",""
"Bulgaria","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","21,439,309",""
"Slovenia","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL",":",""
"Croatia","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","15,667,484",""
"EU25TOTALS","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL",":",""
"EU27TOTALS","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL",":",""
"Cyprus","Jan.-Dec. 2017","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","0",""
"France","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Netherlands","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Germany","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","22,687,933",""
"Italy","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","140,964,000",""
"United Kingdom","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","71,071,213",""
"Ireland","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Denmark","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","12,393,461",""
"Greece","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","6,180,708",""
"Portugal","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","46,545,191",""
"Spain","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","87,000,724",""
"Belgium","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","670,830",""
"Luxemburg","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","0",""
"Iceland","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","0",""
"Norway","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Sweden","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Finland","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","971,839",""
"Austria","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","25,851,100",""
"Malta","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","0",""
"Estonia","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","3,515,912",""
"Latvia","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Lithuania","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","5,831,505",""
"Poland","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","68,488,231",""
"Czech Republic","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","25,669,414",""
"Slovakia","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","6,329,797",""
"Hungary","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Romania","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","63,515,800",""
"Bulgaria","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","2,841,804",""
"Slovenia","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","0",""
"Croatia","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","5,804,748",""
"EU25TOTALS","Jan.-Dec. 2017","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
